id_reclamo,distancia_centro_km,conexiones_afectadas,calificacion_atencion
651C036090FDF07,29.57,72.0,5.0
B977EDD0D183E47,12.26,36.0,3.9
DBFA62C6C8A8B3B,77.18,5.0,4.7
73A6166C519FEC3,9.64,82.0,
EA4D95ABC45AFF9,72.08,23.0,4.1
D000E116A90C285,34.07,52.0,2.3
0B3BEF14DF26D2A,9.74,89.0,4.6
E6071B6D2F5D3A9,56.91,5.0,5.0
4E20BF57CDC7B2A,41.54,56.0,4.7
D9FA89662FB1E54,6.04,76.0,4.2
A3844B0FF125CA9,49.21,40.0,4.4
FA2B32A2A39B37F,22.04,,3.6
C78C6F47E58F946,38.29,24.0,5.0
D686142CA4728FC,0.4,16.0,5.0
DB0763316FE5B8E,1.4,52.0,4.8
1B62E9B6ED51556,11.58,23.0,3.9
487C1BE3A98A254,11.43,48.0,4.0
90AF03B84B9864B,44.41,9.0,
D136F4F45F18D39,13.3,16.0,5.0
D95C12179536916,20.7,28.0,4.4
55768AF0676473F,49.59,19.0,
5DD71686E95FF54,0.4,47.0,4.8
8F9DB4E934E7F60,49.42,23.0,3.8
5709FD7C5462C6D,62.01,39.0,4.6
0B2C78D7C5E292C,67.09,11.0,3.7
FF3AEEF9FE204FE,0.4,395.0,4.0
9EC83945015591D,12.77,92.0,
83D3F9C0CC8F8A3,73.85,22.0,4.3
778301568AAC6A7,84.09,,4.2
400A58E91F4964E,28.19,12.0,4.0
DF81C16E8196ADF,3.26,9.0,
51B7E80331BBB6D,62.7,94.0,4.2
CD134FFA00B1BC9,20.57,9.0,2.9
0AB84092D0D0E32,12.51,28.0,4.4
1F2E795FA976E5C,33.57,16.0,4.7
9EEE5E860680708,2.8,,4.4
67CA179AE8C2B50,39.23,78.0,
A44B3AD8EDCC756,35.86,13.0,4.9
AD4E30282CF4B2B,33.36,15.0,4.7
5D2CF3A1E6CF3FF,73.33,124.0,4.8
741BB8803988C33,35.73,12.0,
AA3FCAB87072DEC,61.21,,4.7
D0F0AAE134E74AB,16.98,44.0,5.0
C6A0FA652950AEC,50.6,36.0,4.4
225E63CB6445156,43.76,34.0,4.6
5E26FDD3C9211D9,19.43,9.0,3.2
016B25A06BBD194,92.56,9.0,4.0
31FD5CADDC06FA8,29.68,42.0,4.3
61D3AC36DABF6E5,4.24,49.0,4.4
C1106AA8F2C1C45,1.38,73.0,3.9
88E73587C52DF6C,10.66,41.0,2.8
AF1B6C74E359C79,50.67,19.0,4.1
7E337CDB72C9FBB,50.5,31.0,4.7
D3FACD9D75B2608,6.82,11.0,4.2
5D86BBC7ECB27A6,9.07,160.0,4.7
775CD70755D6A06,44.27,71.0,4.6
78DFC2C33C2B5E6,54.05,397.0,5.0
BDB74C53584B72F,11.71,20.0,1.8
7FE8A263557B76E,51.09,18.0,4.2
8A3BA73CCD17E13,6.2,125.0,4.7
11CBC72ED18A503,63.96,31.0,5.0
24BD515489CCFE5,74.57,23.0,4.8
7C5EA3E0B6D9E84,71.51,24.0,2.5
74056C0DF6FF9F2,0.4,20.0,3.7
07C235876F42337,12.34,73.0,3.4
463DC8110ADA238,0.4,80.0,4.6
DCB7BD58E1F2C12,65.21,33.0,4.8
3F60B97F3B554E3,46.44,18.0,4.7
92B51B4DC9B5C09,62.42,11.0,5.0
42055AED276F3F5,52.45,15.0,4.5
90A8FFECE5793F4,5.49,8.0,3.7
5F0C95A88EE2501,22.12,11.0,1.9
AAE92DB5010FA3B,13.55,15.0,5.0
32AA4AEE4FFD0AC,13.82,36.0,5.0
C7EEE08CC7EE0D7,0.41,8.0,4.6
440CB4AB26F6C4B,83.68,11.0,3.6
5DB029C490E094D,0.4,13.0,4.9
F3FAD918E0FFD55,16.79,11.0,4.3
5491933984DF2C2,0.4,12.0,4.6
CC4C942BAEA2F95,25.85,83.0,3.3
44CEA42D1CB4120,0.4,24.0,3.7
4A87A36EA6D7639,12.69,7.0,
452E9C117C1AC7D,8.21,23.0,
4A214B7DAA894E7,83.63,60.0,4.6
CE8D17F728DB3D3,84.73,25.0,5.0
1A4FA5954D4AD65,49.55,209.0,4.6
D4CF3D1FDB355E1,96.4,11.0,4.4
EFFDB7193176AAB,6.06,64.0,4.5
589F3D8F68360D6,54.73,54.0,4.6
9B1910F560F8C8B,82.06,50.0,
7DE4277540E5FD3,54.45,22.0,4.4
F1FE57A9EB97907,0.4,44.0,5.0
26CE4D9F0B03ABE,51.76,47.0,4.4
CBCAD75784D4D17,72.71,18.0,3.6
52752AC783CFF3B,6.88,16.0,4.3
734F13936FF92E3,50.11,,3.5
0A3CC4AEFA6CD31,94.88,34.0,
4B894D5939A3BF8,59.95,19.0,4.9
1ED2B6ACCDFDDBC,0.4,96.0,3.8
EBCAEE778EB4BA0,49.82,19.0,4.7
589524AC0E7B34E,67.73,20.0,4.3
8C07BB15D6505F4,66.98,98.0,2.9
BBEDDE1E6DC37C4,92.67,21.0,5.0
CDD27F3A5522D75,53.58,32.0,4.3
AF111B4EC9083CD,46.31,10.0,4.8
E24287AA2BB48B1,19.82,,4.8
676F31C5A331470,2.21,3.0,5.0
987EFF55B943D3F,10.83,9.0,4.6
D94BD227C9B9982,1.05,,
49E12D5AE5A1C53,70.28,34.0,4.0
16CA93D5F87E13D,60.52,14.0,4.8
CBBD452E148B7A4,8.98,26.0,4.8
0383AC16137FEC1,41.93,5.0,1.6
AF2D8B5C454C90C,68.93,15.0,5.0
8C21B6F12B3E85A,64.92,7.0,4.2
D4E3F51239DA30C,14.78,87.0,
8F1E7212540A8A8,12.18,60.0,4.5
A92F80B8D687DFB,39.16,,3.3
692134E1A7CC209,45.9,39.0,5.0
592DDCEBAE5C9F1,99.1,11.0,5.0
2B03914A33E309F,60.62,18.0,4.7
78D188D8CC0B1DB,52.12,,4.7
6960E6224E5BADC,17.53,17.0,5.0
2F38211FF0DC72F,18.86,81.0,4.0
94E2BD3EF26092C,69.29,26.0,
B76C4EF2FDF7FBE,0.4,145.0,4.5
672E5E69EA50E1F,78.32,19.0,4.6
CE64F5F37D11569,0.4,13.0,4.2
C41E1C55CF5CA9C,6.46,38.0,5.0
7695BDD016D5C22,0.4,78.0,3.6
C2ED093B2906887,0.4,27.0,4.0
62C6B817EBA19FF,25.72,36.0,2.7
6A244F8CF4D173C,22.99,59.0,3.9
97159AEBD5F952B,6.57,13.0,3.6
A34B11C04E0C9E5,80.47,43.0,3.8
E1A7FB71D9D4F0C,3.63,90.0,3.9
30039984DE5AC06,100.45,523.0,4.9
09F607DC4D9A05E,5.37,61.0,1.4
F5DF32BCC0A61F9,11.74,34.0,4.4
F337C5187E3CA3F,15.88,24.0,
5E2D32622CA2CE5,2.32,25.0,4.7
EB4BAC07050DD7C,32.97,8.0,4.6
DCB3F842AF5B09D,0.4,18.0,
57712A2B6DB4D98,56.07,4.0,2.2
20FC461232E83C8,44.67,19.0,
73E3EB766AED1D6,63.27,10.0,5.0
D71A4CEF3831DE2,7.06,89.0,5.0
F31B0FE2E661CFF,10.14,28.0,3.8
8E825832FA79CFF,48.41,,4.6
42D2576F32DAA14,33.37,160.0,4.4
9B028794D17665C,35.89,11.0,5.0
30C5D6E42AD64A4,1.9,59.0,3.9
AEF04AF04D31EA5,32.18,195.0,5.0
A2B808C17CF4AAA,10.17,18.0,
E2BF78AC7B4D9D7,45.9,47.0,4.7
3D1F382C6D1FE36,2.55,44.0,5.0
1F4A27C5A06ED72,62.59,15.0,4.6
A7F0D96B2937F20,20.39,50.0,4.4
8264369B3036379,59.45,15.0,4.5
E5A9ABE68F15AD1,35.54,1.0,5.0
4548CF2A94E6434,18.13,,2.5
A56AAC2564B2F35,6.25,16.0,4.6
D8079124AE7981A,9.66,20.0,4.4
942FEC90B468042,1.39,18.0,3.2
D196AF1A8680030,74.47,86.0,5.0
C8EAA7819A34088,66.54,31.0,3.8
E8AB7594F1DC047,42.26,,
B23ABBDB9C1CFC4,32.45,,3.8
2ACC20B398C7B76,0.4,,4.9
7C5E66F63ED3839,75.01,6.0,3.9
48252C3908B991F,20.02,12.0,5.0
8D83CA070C6DED9,69.55,63.0,4.3
202D425C1DC7DF1,7.57,60.0,4.7
FFCBE2D4A222AB9,19.62,31.0,4.0
0466C2BAB65B9F2,42.19,9.0,
06533E462DE24E7,46.63,4.0,3.6
9B83B0AB32E15E8,0.4,44.0,4.5
5B4E5B3D2825C94,24.6,15.0,4.6
C6FCDA1B40163EE,60350.0,9.0,5.0
E812BC546DB7047,38.55,5.0,4.0
7B263E2A66024BE,20.94,25.0,3.9
0D803BEBD78D726,0.4,25.0,4.3
F183C7C3DF1EDB0,54.22,7.0,3.9
BA142A65DF565D3,52.05,92.0,
E23241338EA45C0,0.4,18.0,
32983DBC3B73F37,9.92,13.0,
FFE35AAD097BF0A,36.83,4.0,4.9
0D2BF079BB6359A,0.4,16.0,
24B1F8B53DED39B,4.73,14.0,4.3
26C94DB5D2766F9,0.4,3.0,3.3
0E17614B442AF92,31.33,167.0,
AB357B28AD3ED32,13.97,42.0,5.0
601611A5ADC286D,46.04,22.0,4.2
3DBD3A36151C5E7,53.08,12.0,3.9
BA358899CC4A7D4,61.25,8.0,
F3CCC7BDBB6F2A4,16.91,29.0,3.6
5324BCA11219E4D,3.86,21.0,5.0
4AA7AD5A9A7BF45,44.61,22.0,4.9
A4F3123411590F2,0.4,58.0,3.9
813EFED904284FC,29.62,,5.0
D8140E1ABC2387B,10.53,191.0,4.1
8BC7C9F0953B8A7,2.96,39.0,4.9
D60F60690144844,2.65,7.0,4.2
3FD2F77E5D10C02,43.14,46.0,4.5
D5B312EBD0B402E,37.11,7.0,3.8
BF43401012EB386,0.51,,5.0
4F0FA73DB7BC0E1,0.4,27.0,4.7
F5A88273596BD26,0.4,14.0,4.7
200DDCD473C9453,68.57,15.0,4.5
F7ACDB6E889E930,15.52,40.0,4.1
ABDFF5C3F5EFB09,34.58,70.0,4.5
BB2CAD30B991E67,0.4,152.0,4.0
25E5726ED990EF7,45.52,20.0,4.2
BEF573905E7329B,10.59,17.0,3.5
DD5855B687FA997,9.4,61.0,3.6
8A44C3026D70DDA,0.4,43.0,4.1
D8D358155726C86,8.59,18.0,4.0
65312CFE73D800D,55.63,9.0,4.7
6CA5A912DFC2F48,50.49,19.0,
E132549A79D1491,5.74,18.0,4.0
BC324BB058FDAF2,33.78,42.0,4.4
0BF1CC56CC32F6D,0.4,94.0,4.4
E9919EED4A64C64,11.96,41.0,3.7
EF38E8EE1C8999E,55.16,224.0,4.8
56D8DD9E8B20029,45.78,30.0,4.4
F308B3082D984BA,0.4,154.0,4.1
B189AB1E9576202,0.66,160.0,4.3
FE44495A344C406,6.84,18.0,4.1
312FE3DE9F1BF2D,69.41,7.0,
D4C1D855A54EE5E,0.4,15.0,3.8
D59B766F1C844CF,0.4,70.0,4.3
ECB56CB8A375AA2,0.4,11.0,5.0
C1CC12E657F4F2A,11.85,6.0,4.3
28FE9671AB1A8AE,41.35,10.0,4.8
9C1C5884FBF4415,34.18,35.0,4.8
0FAEB89DE7EB7C8,52.71,52.0,3.7
09A62BFB1BFD400,32.03,22.0,3.8
DC943F19E39B4E3,52.82,3.0,3.5
361236A715B5DBB,64.53,12.0,
599013925F68F9C,0.4,46.0,4.1
D2D4F75C2CECCD2,89.54,,4.5
0F52F1EB9648F99,64.74,18.0,4.4
1A9B0B60F50807C,0.4,32.0,4.6
389BD0B183811F3,2.08,32.0,5.0
59CBD6988776C24,17.01,25.0,5.0
D9A7A444C009B6E,0.4,230.0,3.8
36F7BA8435773C4,46.89,16.0,5.0
A2A22270B8DD946,0.4,65.0,4.5
1C3DF442FD0FC0E,62.73,,4.6
CE3152BB19783EC,35.26,49.0,5.0
C09A91DECEA24F3,41.96,18.0,4.3
2689611EDFDF107,24.57,30.0,4.1
4B8CCA12785C242,99.57,61.0,1.7
3908C879F590F30,0.4,26.0,4.0
486C37F642BEC57,6.47,35.0,4.7
5E83D195278B6D5,64.64,35.0,2.2
37A65CBB862A136,14.47,29.0,2.9
F54F4D3F32A597F,53.54,6.0,4.9
15FC033BFE82EAA,78.76,61.0,4.9
3EE5AC0102F3F0B,45.14,14.0,4.7
A934B67E197B2B4,13.24,12.0,3.1
2D7EA27BBC4A1FB,11.18,9.0,
05985FD1600765B,0.4,11.0,4.1
D7BD718FE12A78D,60.19,2.0,
0D43F6CDA9791F2,3.14,49.0,4.4
C264B935C1BBDB7,0.4,44.0,5.0
3361E5C0BCCC425,0.4,132.0,3.5
BA09FFC343E3AED,19.29,74.0,3.6
9EC267C297C18BA,5.4,21.0,4.7
107A99181D48BC0,57.61,,
BAE5FBF4908CD83,74.18,41.0,4.3
DA3918DBA503A6E,47.2,10.0,3.5
DA26F2C33988389,14.35,90.0,4.2
070D22C5E38AA30,4.34,60.0,4.5
36432EAAAF17D51,31.04,42.0,4.3
3753ED94D1DC861,1.97,32.0,4.1
5C4B4D72917B55C,48.73,17.0,3.1
A65335AB07FBEFA,9.54,16.0,
6F475E4F91C702A,15.64,91.0,4.0
0EA033B80428972,9.2,33.0,4.0
858708AA3A2A020,119.52,105.0,4.3
4BD475C2C45FCF0,27.31,30.0,5.0
EB3B7451A845BF7,55.4,7.0,3.9
4BCBCC8B4050AC0,82.6,154.0,4.5
98FC5CD58811365,34.22,53.0,5.0
04D1A2AA48A0584,12.83,141.0,
752EBD0EF69F2A3,35.58,,4.8
3D4EF88A674FEC7,13.19,42.0,3.4
6D1E226A7952BAA,52.67,,4.8
41C0452767650DC,17.84,17.0,3.9
A5E41DFF65C1CEA,1.62,25.0,4.6
135183465D50F7A,0.4,,4.4
BDAB4F1F2DDF829,10.54,11.0,4.2
BB7DD1F347AE41D,3.55,4.0,4.5
BC8832800E6E811,2.7,36.0,
3FD126198BE14B9,7.48,25.0,5.0
7A43071EF843FCC,91.61,34.0,3.3
8377DCF04F8C10B,5.37,5.0,3.7
9D094067175F56E,0.4,13.0,4.4
E04231CDE38E1B8,62.22,11.0,
FD556DAA176A007,0.4,8.0,5.0
37C602FB49D4925,25.19,13.0,5.0
0F1D8E563F34C1D,52.04,129.0,4.7
A947C583F0DDE4D,61.61,21.0,5.0
E6BD896866A495A,3.96,147.0,4.8
1177141C0A9A6A8,42.29,51.0,4.4
4590499E84BFE16,6.19,20.0,5.0
